Date,Year,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max)(kg),Hospital Names,Temperature(C),Temperature(F)
2015-08-16,2015,,Holiday,,,attock,33.768734,72.362147,punjab,Political office in Attock’s Shadi Khan area,,,, Punjab home minister Colonel (retd) Shuja Khanzada was killed in a suicide attack on his political office in Shadi Khan village AttockSunday along with 16 others.,,,16,19,23,25,,0.0,,28.655,83.579
2015-08-27,2015,,Working Day,,,multan,30.193636,71.449009,punjab, house in the town of Pir Mahal,,,,,,,4,4,,2,,0.0,,33.575,92.435
2015-09-01,2015,,Working Day,,,khyber agency,34.021103,71.287421,kpk, a local government office in Jamrud Bazaar area   Khyber Agency,,,,,,,3,6,50,56,,0.0,['hayatabad medical complex'],28.225,82.805
2015-09-20,2015,,Holiday,,,karachi,24.879503,67.174575,sindh,Residential Building in Rafah-e-Aam Society in Karachi,residence,low,closed,A suicide bomber blew himself up during a joint action by Police & Rangers and Police & Rangers early on Sunday morning in Rafah-e-Aam Society in Karachi. The blast injured 2 Police & Rangers officers. The attackers were scheming for terrorist activities on Eid-ul-Azha.,police_rangers,,1,,2,,1,0.0,,35.0,95.0
2015-10-14,2015,,Working Day,,,taunsa,30.712665,70.658161,punjab,At PoliticalParty MP's office on College road Taunsa DGK.,,,,Public meeting with MPA was targeted at political party office.,,,7,,10,20,1,13.0,,29.11,84.398
2015-10-22,2015,,Holiday,ashura holiday,,quetta,30.182971,66.998734,balochistan,Shiite mosque in southwest Pakistan's Sibi district ,religious,,closed,"Attack took place when the Shiites were holding a gathering ahead of the Ashoura, a key religious event. ",religious,shiite,10,11,12,15,1,0.0,['bhag hospital'],16.25,61.25
2015-10-23,2015,,Holiday,ashura holiday,,jacobabad,28.274681,68.712889,sindh,Attack on Muharram Procession in Jacobabad near Lashari Muhalla,,,,Attack on Muharram procession,religious,shiite,22,23,40,,,0.0,['jacobabad civil hospital'],28.59,83.462
2015-12-29,2015,,Working Day,,,mardan,34.200114,72.050801,kpk,NADRA office Nisatta Road  Mardan,government,,,,civilian,,21,26,50,56,,8.0,['district headquarters hospitaldistrict headquarters hospital'],13.53,56.354
2016-01-13,2016,,Working Day,,,quetta,30.165686,67.00178,balochistan, Polio centre in Satellite town Quetta,,,,Attack on Polio Centre,civilian,,15,15,25,36,,8.0,"['civil hospital, cmh']",6.855,44.339
2016-01-19,2016,,Working Day,,,peshawar,33.999533,71.42502,kpk, check post in Karkhano Market- adjacent to Jamrud in Khyber Agency,,,,Attack on Check Post,,,10,12,20,25,1,0.0,['hayatabad medical complex'],11.645,52.961
2016-01-29,2016,,Working Day,,,zhob,31.341261,69.448659,balochistan,Suicide Bomber Attacks Army Facility ,,,,,military,,0,0,5,6,1,0.0,['civil hospital zhob'],11.125,52.025
2016-02-06,2016,,Working Day,,,quetta,30.199805,67.010157,balochistan,Attack on vehicle of Frontier Corps  near Liaquat Park Quetta,,,, Attack on vehicle of Frontier Corps ,military,,9,11,30,35,1,9.0,"['civil hospital quetta', ' cmh']",9.945,49.901
2016-03-07,2016,,Working Day,,,charsadda,34.149433,71.742781,kpk,Attack outside of session court in Shab-Qadar Charsadda,,,,,,,10,20,27,31,1,0.0,['lady reading hospital'],16.715,62.087
2016-03-27,2016,,Holiday,,,lahore,31.51293,74.28899,punjab,Attack in children's play area of Park in Lahore,,,,,,christian,70,72,233,300,1,9.0,"['jinnah hospital,sheikh zaid hospital,services hospital,farooq hospital,meo hospital,bajwa hospital']",22.565,72.617
2016-04-16,2016,8 Rajab 1437 A.H.,Working Day,,,khyber agency,34.047839,71.28436,fata,Hujra of Said Jamal in the Kharko Sarhgi area in the Zakhakhel tehsil of Khyber Agency,residence,high,closed,,civilian,,2,2,0,0,1,0.0,,25.405,77.729
2016-04-19,2016,10 Rajab 1437 A.H.,Working Day,,,mardan,34.207854,72.049453,kpk,Mardan Excise and Taxation Department located in Cantonment Area on Mall Road in Mardan District,government,high,closed,Attack on Mardan Excise and Taxation Department,government official,,1,1,10,18,1,9.0,,23.105,73.589
2016-05-30,2016,22 Shaban 1437 A.H.,Working Day,,,mardan,34.195682,72.037771,kpk,Mardan City Police & Rangers Station,police_rangers,high,open,"Attack on City Police & Rangers Station, Mardan",police_rangers,,1,1,12,15,1,9.0,['mardan district hospital'],30.02,86.036
2016-08-08,2016,05 Zeqad 1437 A.H.,Working Day,,,quetta,30.194225,67.008822,balochistan,"Civil Hospital, Quetta",government,high,closed,The fatalities were mainly advocates,judges_lawyers,,70,70,112,120,,8.0,,29.585,85.253
2016-09-02,2016,29 Zeqad 1437 A.H.,Working Day,,5:50 AM,mardan,34.195776,72.036565,kpk,Mardan District Court,government,high,closed,"Attack on District Court, Mardan",civilian,,13,14,52,60,1,6.0,,27.805,82.049
2016-09-13,2016,10 Zilhaj 1437 A.H.,Holiday,eid-ul-azha,7:30 AM,shikarpur,28.002718,68.730383,sindh,Imambargah,religious,high,closed,Attack on Shia Imambargah on Eid ul Azha Prayer,religious,shiite,0,0,10,13,,0.0,,31.945,89.501
2016-09-16,2016,13 Zilhaj 1437 A.H.,Working Day,,1:30 PM,mohmand agency,34.400331,71.560424,fata,"Jamea Masjid, Pai Khan",religious,high,closed,Attack on Masjid During Jumma Prayer,religious,,16,36,22,,1,0.0,['district headquarters hospital (dhq) bajaur agency'],28.68,83.624
2016-10-25,2016,23 MuHarram 1438 A.H.,Working Day,,12:00am,quetta,30.14283,66.98195,balochistan,Police & Rangers training center,government,high,closed,"Attack on Police & Rangers Training Center, Saryab Road, Quetta",police_rangers,,58,61,100,165,2,9.0,,14.545,58.181
2016-11-12,2016,11 safar 1438 A.H.,Weekend,,6:00 PM,khuzdar,25.776775,67.02239,balochistan,Dargah Shah Noorani Shrine,religious,high,closed,Attack on Dargah Shah Noorani in Khuzdar district,civilian,,45,52,100,100,1,0.0,"['hub, khuzdar, lasbella ', ' civil hospital in karachi']",,
2016-11-26,2016,25 safar 1438 A.H.,Weekend,,6:00 AM,mohmand agency,34.325826,71.398789,fata,FC Check Post,military,high,open,"Attack Camp of Mohmand Rifles in Mohmand agency Headquarters, Ghalani, Mohmand agency ",military,,2,2,14,14,4,0.0,,17.63,63.734
2017-02-07,2017,09 Jamadi-ul-Awal 1438 A.H. ,Working Day,,5:00 AM,bannu,32.949814,70.60908,kpk,"Police & Rangers Station Mandan, Bannu",police_rangers,high,open,"Attack on Mandan Police & Rangers Station, Bannu",police_rangers,,0,0,2,2,1,20.0,['dhq hospital bannu'],19.0,
2017-02-13,2017,16 Jumada al-awwal 1438 A.H,Working Day,,6:00 PM,lahore,31.555382,74.331873,punjab,"Mall road, Lahore",government,high,open,Attack on pharmaceutical protest,civilian,,14,18,83,90,1,0.0,[' mayo hospital   sir ganga ram hospital'],16.255,61.259
2017-02-15,2017,19 Jumada al-awwal 1438 A.H,Working Day,,8:00 AM,mohmand agency,34.5,71.333333,fata,"main gate of Mohmand agency headquarters, Ghallanai",Markets,high,open,Attack on paramilitary HQ,military,,5,8,0,3,1,0.0,['lady reading hospital'],11.115,52.007
2017-02-15,2017,19 Jumada al-awwal 1438 A.H,Working Day,,3:30 PM,hayatabad,33.986111,71.456944,kpk,Hayatabad Medical Complex,Markets,medium,open,inauguration of the Out Patient Department (OPD) at the Hayatabad Medical Complex,judges_lawyers,,1,1,4,18,1,15.0,['hayatabad medical complex'],16.63,61.934
2017-02-15,2017,19 Jumada al-awwal 1438 A.H,Working Day,,9:00 AM,mohmand agency,34.553808,71.434141,fata,Office of political agent,government,high,,,government official,,1,1,0,0,1,0.0,,,
2017-02-16,2017,20 Jumada al-awwal 1438 A.H,Working Day,,6:00 PM,sehwan town,26.419314,67.859373,sindh,Lal Shahbaz Qalandar shrine,religious,high,closed,Attack on shia community,religious,shiite,70,72,150,200,1,0.0,[' sehwan taluka hospital  combined military hospital hyderabad'],23.71,74.678
2017-02-21,2017,25 Jumada al-awwal 1438 A.H,Working Day,,9:00 AM,charsadda,34.3,71.653889,kpk,Court,government,high,closed,Attack on lawyers and judges,judges_lawyers,,6,7,15,20,2,0.0,['lady reading hospital'],11.18,52.124
2017-04-05,2017,08 Rajab 1438 A.H,Working Day,,7:15 AM,lahore,31.463017,74.435675,punjab,Bedian Road,,low,open,Population Census Team,military,,6,7,19,22,,0.0,"['combined military hospital (cmh), general hospital']",29.0,84.2
2017-05-12,2017,15 Shaban 1438 A.H,Working Day,,2:30 PM,quetta,29.800833,66.848056,balochistan,Town of Mastung,,low,open,Sucide bomber wearing an explosive vest carried out the attack.,government official,,25,28,35,37,1,0.0,,44.0,111.0
2017-05-20,2017,23 Shaban 1438 A.H,Weekend,,,kohat,33.38752,71.340408,kpk,Kamal khel area near lachi Kohat,police_rangers,low,open,Terrorist ambushed a Police & Rangers party while it was on its way to arrest criminals,police_rangers,,1,4,0,0,,0.0,,37.0,99.0
2017-06-23,2017,27 RamaDHaan 1438 A.H,Working Day,,1:30 PM,quetta,33.88423,70.10878,balochistan,Parachinar town in the restive tribal bel,religious,low,open,Suicide bombers targeting the capital of Balochistan province and the Shia-majority Parachinar town days before the end of the holy month of Ramzan.,religious,shiite,30,85,100,,3,75.0,,36.0,97.0
2017-07-10,2017,16 SHawwal 1438 A.H,Working Day,,11:43 AM,chaman,30.90983,66.452402,balochistan,Boghra Road,,low,open,Sucide bomber wearing an explosive vest carried out the attack.,police_rangers,,1,3,1,11,1,0.0,,38.0,100.0
2017-07-17,2017,22 Shawaal 1438 A.H,Working Day,,,peshawar,34.015,71.5805,kpk,near the Afghan border,military,high,open,suicide bomber riding on a motorcycle hit a Frontier Corps vehicle in Peshawar,military,,1,2,1,7,1,0.0,,37.0,98.0
2017-07-17,2017,22 Shawaal 1438 A.H,Working Day,,,peshawar,34.015,71.5805,kpk,southwestern Chaman province,military,high,open,bomb struck in southwestern Chaman province,military,,1,1,1,1,1,0.0,,37.0,98.0
2017-07-24,2017,29 Shawaal 1438 A.H,Working Day,,3:55 PM,lahore,31.500875,74.33312,punjab,near Arfa Karim IT Tower Ferozepur Road,,medium,open,,police_rangers,,26,27,56,56,1,0.0,"['jinnah hospital, general hospital, ittefaq hospital']",32.0,88.0
2017-08-12,2017,12 Zeqad 1438 A.H.,Weekend,,5:00 PM,quetta,30.203658,67.004469,balochistan,Pishin bus stop,,medium,open,the attacker had been carrying 25kg of “incendiary explosives” on a motorcycle that he had rammed into the military truck,military,,15,15,40,40,1,25.0,,29.0,
2017-10-05,2017,13 MuHarram 1439 A.H,Working Day,,,quetta,28.571051,67.496895,balochistan,Fateh Pur Shrine in Jhal Magsi village,religious,high,open/closed,at the entrance of shrine,civilian,,21,22,25,,1,0.0,"['larkana hospital, g', 'awah district headquarters hospital,  shifted to aga khan hospital khi']",27.8,81.0
2017-10-19,2017,27 MuHarram 1439 A.H,Working Day,,8:00 AM,quetta,,,balochistan,Sariab Mill area,highway,low,open,explosives-laden vehicle rammed into a security forces convoy on the Quetta-Sibi Highway ,police_rangers,,7,7,22,22,1,0.0,,26.0,79.0
2017-11-09,2017,19 Safar 1439 A.H,Working Day,,7:00 AM,quetta,30.221057,67.002524,balochistan,Quetta's Chaman Housing Scheme on airport road,police_rangers,low,open,AIG Hamid Shakil’s vehicle,police_rangers,,2,2,8,8,1,15.0,"['combined military hospital (cmh)', '(quetta), civil hospital(quetta)']",25.0,77.0
2017-11-24,2017,5 Rabi Al-Awwal 1439 A.H,Working Day,,7:00 AM,peshawar,33.970623,71.43862,kpk,"Near Zarghuni Masjid, Phase-2 Hayatabad",police_rangers,low,open,a Police & Rangers vehicle of AIG Asharf Noor ,police_rangers,,1,3,6,8,1,20.0,['hayatabad medical complex(peshawar)'],22.0,72.0
2017-11-25,2017,6 Rabi Al-Awwal 1439 A.H,Working Day,,7:00 AM,quetta,30.139626,66.981476,balochistan,"Sariab Road, near Bus terminal",military,medium,open,"transport for a colonel in Pakistan's armed forces, was parked near a bus terminal",military,,4,4,16,22,1,10.0,['civil hospital(quetta)'],29.0,84.0
